Nome_Video,Secondo,AbsDiff_Perc,Max_Blob_Area,Saliency_Mean,Temp_Variance,Label_Freeze
6HGjrOeZlLE.mp4,0.2,56.6495,902295,0.0308,0.0,0
6HGjrOeZlLE.mp4,0.3,55.5454,931910,0.0312,0.3047,0
6HGjrOeZlLE.mp4,0.4,3.181,33057,0.0298,622.4583,0
6HGjrOeZlLE.mp4,0.5,5.1639,24563,0.0322,674.6949,0
6HGjrOeZlLE.mp4,0.6,1.152,16293,0.0327,674.1583,0
6HGjrOeZlLE.mp4,0.7,0.0,0,0.0326,455.4611,0
6HGjrOeZlLE.mp4,0.8,25.8544,210813,0.0349,91.3235,0
6HGjrOeZlLE.mp4,0.9,0.0,0,0.0349,97.8912,0
6HGjrOeZlLE.mp4,1.0,34.9992,379943,0.0421,225.1562,0
6HGjrOeZlLE.mp4,1.1,30.989,127599,0.0484,233.3397,0
6HGjrOeZlLE.mp4,1.2,23.7817,129568,0.0485,149.097,0
6HGjrOeZlLE.mp4,1.3,36.1621,164620,0.0621,177.3511,0
6HGjrOeZlLE.mp4,1.4,25.5625,141091,0.092,24.3707,0
6HGjrOeZlLE.mp4,1.5,11.7268,26244,0.0956,67.2727,0
6HGjrOeZlLE.mp4,1.6,5.4173,4971,0.101,117.2305,0
6HGjrOeZlLE.mp4,1.7,7.5663,29291,0.1052,138.2105,0
6HGjrOeZlLE.mp4,1.8,18.5409,62152,0.1342,54.8508,0
6HGjrOeZlLE.mp4,1.9,27.1349,159170,0.1008,62.6676,0
6HGjrOeZlLE.mp4,2.0,26.6335,176013,0.0823,84.2063,0
6HGjrOeZlLE.mp4,2.1,0.0001,3,0.081,114.1269,0
6HGjrOeZlLE.mp4,2.2,18.0889,129096,0.1086,96.4495,0
6HGjrOeZlLE.mp4,2.3,19.96,160939,0.1273,97.0335,0
6HGjrOeZlLE.mp4,2.4,10.918,49579,0.1457,82.2136,0
6HGjrOeZlLE.mp4,2.5,15.3424,44551,0.1352,50.6121,0
6HGjrOeZlLE.mp4,2.6,18.3504,65865,0.1221,10.0828,0
6HGjrOeZlLE.mp4,2.7,6.2992,8695,0.1352,24.9797,0
6HGjrOeZlLE.mp4,2.8,14.7038,34247,0.1188,17.2353,0
6HGjrOeZlLE.mp4,2.9,14.4477,21740,0.1502,16.1158,0
6HGjrOeZlLE.mp4,3.0,13.1569,31332,0.1253,15.5567,0
6HGjrOeZlLE.mp4,3.1,12.4482,43141,0.1258,9.4233,0
6HGjrOeZlLE.mp4,3.2,19.8782,33925,0.095,6.8144,0
6HGjrOeZlLE.mp4,3.3,18.7091,148237,0.0965,9.0236,0
6HGjrOeZlLE.mp4,3.4,22.0448,93991,0.089,14.3675,0
6HGjrOeZlLE.mp4,3.5,13.854,24418,0.0945,13.3047,0
6HGjrOeZlLE.mp4,3.6,29.7371,260478,0.1251,26.976,0
6HGjrOeZlLE.mp4,3.7,12.0491,32959,0.1351,39.8096,0
6HGjrOeZlLE.mp4,3.8,25.2602,189827,0.1226,45.1833,0
6HGjrOeZlLE.mp4,3.9,20.4137,137452,0.1142,44.6591,0
6HGjrOeZlLE.mp4,4.0,21.796,171598,0.1059,34.3916,0
6HGjrOeZlLE.mp4,4.1,17.6908,125101,0.0828,19.6115,0
6HGjrOeZlLE.mp4,4.2,18.4215,109327,0.1196,7.2647,0
6HGjrOeZlLE.mp4,4.3,9.0326,15695,0.1117,19.9045,0
6HGjrOeZlLE.mp4,4.4,12.6965,92840,0.1128,20.3493,0
6HGjrOeZlLE.mp4,4.5,19.2283,126870,0.1133,15.3768,0
6HGjrOeZlLE.mp4,4.6,24.7965,212474,0.1228,29.927,0
6HGjrOeZlLE.mp4,4.7,24.863,218241,0.1408,40.6535,0
6HGjrOeZlLE.mp4,4.8,12.6515,109778,0.163,29.5897,0
6HGjrOeZlLE.mp4,4.9,11.5606,88348,0.1098,32.5908,0
6HGjrOeZlLE.mp4,5.0,7.2979,9479,0.0946,52.4614,0
6HGjrOeZlLE.mp4,5.1,26.9543,231421,0.0996,60.5969,0
6HGjrOeZlLE.mp4,5.2,28.0522,252761,0.0962,72.6815,0
6HGjrOeZlLE.mp4,5.3,18.2454,185006,0.0894,67.2795,0
6HGjrOeZlLE.mp4,5.4,15.2065,169404,0.0953,59.3997,0
6HGjrOeZlLE.mp4,5.5,9.0879,39219,0.1032,51.4252,0
6HGjrOeZlLE.mp4,5.6,4.3647,2315,0.1119,65.7992,0
6HGjrOeZlLE.mp4,5.7,6.979,8173,0.1169,26.7586,0
6HGjrOeZlLE.mp4,5.8,8.8933,35690,0.1154,12.8132,0
6HGjrOeZlLE.mp4,5.9,5.8645,9098,0.1072,3.2342,0
6HGjrOeZlLE.mp4,6.0,5.6093,15210,0.1356,2.3178,0
6HGjrOeZlLE.mp4,6.1,7.8032,53267,0.0905,1.4898,0
6HGjrOeZlLE.mp4,6.2,6.7917,12284,0.0876,1.4992,0
6HGjrOeZlLE.mp4,6.3,10.7157,60300,0.0859,3.4162,0
6HGjrOeZlLE.mp4,6.4,11.5649,89034,0.0923,5.2125,0
6HGjrOeZlLE.mp4,6.5,13.0676,101728,0.1022,5.4979,0
6HGjrOeZlLE.mp4,6.6,13.4181,138140,0.0879,5.6339,0
6HGjrOeZlLE.mp4,6.7,9.009,61152,0.108,2.5892,0
6HGjrOeZlLE.mp4,6.8,7.4664,12962,0.1231,5.3694,0
6HGjrOeZlLE.mp4,6.9,10.8805,89370,0.1119,5.2637,0
6HGjrOeZlLE.mp4,7.0,6.0771,6004,0.1203,6.6531,0
6HGjrOeZlLE.mp4,7.1,9.5516,96410,0.1067,2.7847,0
6HGjrOeZlLE.mp4,7.2,15.2881,156656,0.1175,10.128,0
6HGjrOeZlLE.mp4,7.3,15.6092,150880,0.0684,12.9643,0
6HGjrOeZlLE.mp4,7.4,14.9189,130788,0.076,14.6032,0
6HGjrOeZlLE.mp4,7.5,10.7732,80458,0.0724,6.4631,0
6HGjrOeZlLE.mp4,7.6,6.7198,50401,0.0861,11.9108,0
6HGjrOeZlLE.mp4,7.7,13.4376,125692,0.0793,10.5147,0
6HGjrOeZlLE.mp4,7.8,27.6519,182023,0.0836,49.6993,0
6HGjrOeZlLE.mp4,7.9,26.5282,205213,0.0721,72.2785,0
6HGjrOeZlLE.mp4,8.0,17.4474,200203,0.0943,62.7231,0
6HGjrOeZlLE.mp4,8.1,15.5508,167872,0.1051,34.0937,0
6HGjrOeZlLE.mp4,8.2,8.9688,81995,0.0979,49.2393,0
6HGjrOeZlLE.mp4,8.3,8.4609,16594,0.0958,43.5122,0
6HGjrOeZlLE.mp4,8.4,9.5016,41839,0.0825,14.0472,0
6HGjrOeZlLE.mp4,8.5,14.6173,159914,0.0725,9.1462,0
6HGjrOeZlLE.mp4,8.6,23.1579,216790,0.0927,30.9747,0
6HGjrOeZlLE.mp4,8.7,23.6423,218587,0.0961,42.1083,0
6HGjrOeZlLE.mp4,8.8,21.7215,203553,0.0728,30.9117,0
6HGjrOeZlLE.mp4,8.9,13.0099,94008,0.0816,20.2141,0
6HGjrOeZlLE.mp4,9.0,12.3822,83959,0.0671,25.1372,0
6HGjrOeZlLE.mp4,9.1,11.0406,99592,0.1072,27.4239,0
6HGjrOeZlLE.mp4,9.2,20.0987,205029,0.1153,19.1099,0
6HGjrOeZlLE.mp4,9.3,25.0322,227871,0.092,28.9031,0
6HGjrOeZlLE.mp4,9.4,21.2502,187742,0.0908,28.881,0
6HGjrOeZlLE.mp4,9.5,15.9006,82599,0.0827,23.0106,0
6HGjrOeZlLE.mp4,9.6,14.8621,74143,0.0972,13.6934,0
6HGjrOeZlLE.mp4,9.7,7.8834,11595,0.1018,34.2942,0
6HGjrOeZlLE.mp4,9.8,7.8797,9786,0.1084,26.1605,0
6HGjrOeZlLE.mp4,9.9,7.1121,11986,0.0827,14.6251,0
6HGjrOeZlLE.mp4,10.0,4.6355,12779,0.0821,11.6197,0
6HGjrOeZlLE.mp4,10.1,4.2085,4584,0.1044,2.5595,0
6HGjrOeZlLE.mp4,10.2,26.4192,202972,0.1111,68.9466,0
6HGjrOeZlLE.mp4,10.3,25.1781,217916,0.1021,101.8,0
6HGjrOeZlLE.mp4,10.4,22.7876,218228,0.1115,100.995,0
6HGjrOeZlLE.mp4,10.5,9.7464,46736,0.1195,80.6208,0
6HGjrOeZlLE.mp4,10.6,13.3012,83487,0.074,44.8962,0
6HGjrOeZlLE.mp4,10.7,10.9745,60804,0.069,40.2329,0
6HGjrOeZlLE.mp4,10.8,13.1798,84848,0.0619,21.1257,0
6HGjrOeZlLE.mp4,10.9,11.2341,50596,0.0615,1.8625,0
6HGjrOeZlLE.mp4,11.0,11.4421,50799,0.0745,1.0062,0
6HGjrOeZlLE.mp4,11.1,72.4912,1486413,0.0724,591.7421,0
6HGjrOeZlLE.mp4,11.2,5.4821,5505,0.0827,624.8873,0
6HGjrOeZlLE.mp4,11.3,4.0119,5284,0.0794,673.4888,0
6HGjrOeZlLE.mp4,11.4,9.4024,100271,0.0452,681.1313,0
6HGjrOeZlLE.mp4,11.5,6.642,31414,0.0513,702.3358,0
6HGjrOeZlLE.mp4,11.6,3.3333,32562,0.0506,4.6132,0
6HGjrOeZlLE.mp4,11.7,5.9298,36351,0.0651,4.5929,0
6HGjrOeZlLE.mp4,11.8,4.5422,38298,0.0661,4.2451,0
6HGjrOeZlLE.mp4,11.9,6.0803,60333,0.0742,1.4497,0
6HGjrOeZlLE.mp4,12.0,6.7206,44146,0.0795,1.4927,0
6HGjrOeZlLE.mp4,12.1,11.2921,51181,0.0701,5.2988,0
6HGjrOeZlLE.mp4,12.2,10.8391,53059,0.0756,7.2242,0
6HGjrOeZlLE.mp4,12.3,12.8238,77119,0.0688,7.0917,0
6HGjrOeZlLE.mp4,12.4,11.3774,50119,0.0864,4.2269,0
6HGjrOeZlLE.mp4,12.5,8.5286,31455,0.074,1.9367,0
6HGjrOeZlLE.mp4,12.6,9.3457,59152,0.097,2.2938,0
6HGjrOeZlLE.mp4,12.7,5.7893,12298,0.1003,5.8565,0
6HGjrOeZlLE.mp4,12.8,4.7907,4928,0.1,5.7358,0
6HGjrOeZlLE.mp4,12.9,16.7707,258949,0.093,17.7485,0
6HGjrOeZlLE.mp4,13.0,71.7685,1477899,0.1209,644.572,0
6HGjrOeZlLE.mp4,13.1,12.5933,96543,0.1428,630.2202,0
6HGjrOeZlLE.mp4,13.2,16.3209,93344,0.1066,578.2337,0
6HGjrOeZlLE.mp4,13.3,12.5815,48388,0.1295,526.6838,0
6HGjrOeZlLE.mp4,13.4,13.899,80146,0.1236,538.6127,0
6HGjrOeZlLE.mp4,13.5,16.0774,147302,0.1082,2.654,0
6HGjrOeZlLE.mp4,13.6,13.2244,111025,0.0981,2.2882,0
6HGjrOeZlLE.mp4,13.7,14.0447,95620,0.09,1.3871,0
6HGjrOeZlLE.mp4,13.8,14.4599,157539,0.085,0.9118,0
6HGjrOeZlLE.mp4,13.9,14.0385,124252,0.0871,0.8903,0
6HGjrOeZlLE.mp4,14.0,11.8923,106962,0.0887,0.8327,0
6HGjrOeZlLE.mp4,14.1,14.7757,148813,0.0867,1.0269,0
6HGjrOeZlLE.mp4,14.2,13.0487,117703,0.0874,1.105,0
6HGjrOeZlLE.mp4,14.3,16.0298,165538,0.1195,2.0123,0
6HGjrOeZlLE.mp4,14.4,19.0498,181408,0.1423,6.1938,0
6HGjrOeZlLE.mp4,14.5,15.1928,158299,0.0926,3.8878,0
6HGjrOeZlLE.mp4,14.6,14.4402,149289,0.0794,4.0189,0
6HGjrOeZlLE.mp4,14.7,19.9835,191638,0.0697,4.7688,0
6HGjrOeZlLE.mp4,14.8,14.41,117587,0.0613,5.7779,0
6HGjrOeZlLE.mp4,14.9,15.4744,105018,0.0602,4.3415,0
6HGjrOeZlLE.mp4,15.0,21.6073,197541,0.0861,9.1099,0
6HGjrOeZlLE.mp4,15.1,13.5915,120513,0.082,10.1563,0
6HGjrOeZlLE.mp4,15.2,22.917,102688,0.0986,15.0183,0
6HGjrOeZlLE.mp4,15.3,12.0477,72527,0.0887,18.9254,0
6HGjrOeZlLE.mp4,15.4,8.4906,33716,0.0925,31.3474,0
6HGjrOeZlLE.mp4,15.5,7.0723,23503,0.1027,30.984,0
6HGjrOeZlLE.mp4,15.6,6.6045,10703,0.1163,36.6495,0
6HGjrOeZlLE.mp4,15.7,39.4444,225767,0.0869,156.3182,0
6HGjrOeZlLE.mp4,15.8,19.3003,140651,0.0826,156.9473,0
6HGjrOeZlLE.mp4,15.9,9.9382,84432,0.0904,152.8287,0
6HGjrOeZlLE.mp4,16.0,5.01,20155,0.1025,161.2632,0
6HGjrOeZlLE.mp4,16.1,1.4891,2159,0.1053,184.7964,0
6HGjrOeZlLE.mp4,16.2,4.631,27151,0.0843,38.8218,0
6HGjrOeZlLE.mp4,16.3,6.8387,32952,0.0903,7.7079,0
6HGjrOeZlLE.mp4,16.4,10.2926,45002,0.0831,8.3457,0
6HGjrOeZlLE.mp4,16.5,33.6612,353422,0.1036,132.3276,0
6HGjrOeZlLE.mp4,16.6,26.7568,156630,0.0999,134.4866,0
6HGjrOeZlLE.mp4,16.7,6.7814,10132,0.0834,125.0723,0
6HGjrOeZlLE.mp4,16.8,5.5626,5312,0.0832,130.4513,0
6HGjrOeZlLE.mp4,16.9,9.4323,21501,0.0884,132.744,0
6HGjrOeZlLE.mp4,17.0,3.387,5953,0.0819,70.8311,0
6HGjrOeZlLE.mp4,17.1,10.2653,32419,0.1165,6.3418,0
6HGjrOeZlLE.mp4,17.2,8.9606,26784,0.0898,6.8364,0
6HGjrOeZlLE.mp4,17.3,15.1275,91212,0.0658,13.9794,0
6HGjrOeZlLE.mp4,17.4,10.5444,76073,0.0586,14.1763,0
6HGjrOeZlLE.mp4,17.5,5.0532,5050,0.0536,10.4416,0
6HGjrOeZlLE.mp4,17.6,5.5766,12698,0.051,13.4431,0
6HGjrOeZlLE.mp4,17.7,10.7789,20824,0.0611,13.9053,0
6HGjrOeZlLE.mp4,17.8,14.6133,27325,0.0642,12.7728,0
6HGjrOeZlLE.mp4,17.9,10.9757,21152,0.0732,13.015,0
6HGjrOeZlLE.mp4,18.0,24.253,66470,0.0842,38.6166,0
6HGjrOeZlLE.mp4,18.1,36.922,462468,0.081,99.7435,0
6HGjrOeZlLE.mp4,18.2,25.0147,100646,0.0716,82.4592,0
6HGjrOeZlLE.mp4,18.3,29.5404,145261,0.0681,71.8812,0
6HGjrOeZlLE.mp4,18.4,13.4316,8890,0.0628,58.7346,0
6HGjrOeZlLE.mp4,18.5,0.0,0,0.0625,168.1693,1
6HGjrOeZlLE.mp4,18.6,28.7778,96333,0.0606,126.8533,0
6HGjrOeZlLE.mp4,18.7,0.0,0,0.0607,170.3196,1
6HGjrOeZlLE.mp4,18.8,26.2762,63596,0.0647,152.1904,0
6HGjrOeZlLE.mp4,18.9,27.0756,67943,0.0611,180.5266,0
6HGjrOeZlLE.mp4,19.0,17.0014,40695,0.0607,115.0688,0
6HGjrOeZlLE.mp4,19.1,8.957,12777,0.0661,106.9559,0
6HGjrOeZlLE.mp4,19.2,14.9459,42243,0.0746,47.8677,0
6HGjrOeZlLE.mp4,19.3,28.6928,85944,0.0687,55.9792,0
6HGjrOeZlLE.mp4,19.4,22.4531,58365,0.0624,45.0849,0
6HGjrOeZlLE.mp4,19.5,14.0027,18451,0.0643,48.2132,0
6HGjrOeZlLE.mp4,19.6,21.5788,34524,0.0656,29.0051,0
6HGjrOeZlLE.mp4,19.7,14.2676,26813,0.069,30.5409,0
6HGjrOeZlLE.mp4,19.8,24.6594,42442,0.083,19.4405,0
6HGjrOeZlLE.mp4,19.9,23.4905,42074,0.077,20.8828,0
6HGjrOeZlLE.mp4,20.0,25.1795,54017,0.0826,15.8472,0
6HGjrOeZlLE.mp4,20.1,28.2349,151890,0.1006,22.2531,0
6HGjrOeZlLE.mp4,20.2,13.5317,16539,0.0934,24.9589,0
6HGjrOeZlLE.mp4,20.3,14.089,16528,0.0883,35.9012,0
6HGjrOeZlLE.mp4,20.4,12.8883,11264,0.0905,42.922,0
6HGjrOeZlLE.mp4,20.5,9.9742,8772,0.0907,41.0199,0
6HGjrOeZlLE.mp4,20.6,34.424,349172,0.0924,78.0731,0
6HGjrOeZlLE.mp4,20.7,12.4376,21859,0.0928,79.7744,0
6HGjrOeZlLE.mp4,20.8,20.3524,70985,0.0967,79.3528,0
6HGjrOeZlLE.mp4,20.9,16.5146,59988,0.0908,74.0201,0
6HGjrOeZlLE.mp4,21.0,19.2284,85142,0.0981,55.2724,0
6HGjrOeZlLE.mp4,21.1,22.2806,133620,0.0928,11.6761,0
6HGjrOeZlLE.mp4,21.2,23.1523,102637,0.0976,5.5078,0
6HGjrOeZlLE.mp4,21.3,20.9796,89913,0.0849,5.5824,0
6HGjrOeZlLE.mp4,21.4,28.8654,189674,0.093,10.6403,0
6HGjrOeZlLE.mp4,21.5,25.4588,111544,0.0839,7.6978,0
6HGjrOeZlLE.mp4,21.6,24.9956,77145,0.0838,6.85,0
6HGjrOeZlLE.mp4,21.7,14.1556,19798,0.0816,25.3352,0
6HGjrOeZlLE.mp4,21.8,9.0397,11984,0.0757,57.2735,0
6HGjrOeZlLE.mp4,21.9,9.2276,17573,0.0752,53.2891,0
6HGjrOeZlLE.mp4,22.0,9.789,20664,0.072,36.8959,0
6HGjrOeZlLE.mp4,22.1,11.5074,24757,0.074,3.6676,0
6HGjrOeZlLE.mp4,22.2,11.6825,37478,0.0756,1.2711,0
6HGjrOeZlLE.mp4,22.3,12.1888,17188,0.0702,1.3343,0
6HGjrOeZlLE.mp4,22.4,11.3961,36410,0.0652,0.6542,0
6HGjrOeZlLE.mp4,22.5,12.9978,54084,0.0785,0.3458,0
6HGjrOeZlLE.mp4,22.6,15.2845,159372,0.0824,1.9529,0
6HGjrOeZlLE.mp4,22.7,15.9422,153887,0.069,3.1055,0
6HGjrOeZlLE.mp4,22.8,10.9307,27740,0.0834,4.0498,0
6HGjrOeZlLE.mp4,22.9,12.338,30089,0.0821,3.4706,0
6HGjrOeZlLE.mp4,23.0,9.1598,17109,0.0822,6.5963,0
6HGjrOeZlLE.mp4,23.1,13.8193,23192,0.0714,5.4432,0
6HGjrOeZlLE.mp4,23.2,11.7152,29719,0.07,2.3771,0
6HGjrOeZlLE.mp4,23.3,25.0364,132136,0.0832,30.4778,0
6HGjrOeZlLE.mp4,23.4,44.3009,657319,0.0815,167.4,0
6HGjrOeZlLE.mp4,23.5,56.6408,1017514,0.1091,306.9162,0
6HGjrOeZlLE.mp4,23.6,46.0273,270772,0.0668,260.5361,0
6HGjrOeZlLE.mp4,23.7,51.0563,311190,0.1196,114.3053,0
6HGjrOeZlLE.mp4,23.8,51.812,404068,0.0896,19.3512,0
6HGjrOeZlLE.mp4,23.9,56.7025,421596,0.11,15.8495,0
6HGjrOeZlLE.mp4,24.0,39.9524,573221,0.0741,32.4202,0
6HGjrOeZlLE.mp4,24.1,34.2979,280083,0.0972,68.8967,0
6HGjrOeZlLE.mp4,24.2,30.0014,287106,0.0601,103.6782,0
6HGjrOeZlLE.mp4,24.3,22.4212,84690,0.0613,133.0406,0
6HGjrOeZlLE.mp4,24.4,21.5129,83222,0.0755,49.2665,0
6HGjrOeZlLE.mp4,24.5,22.9381,119670,0.0519,25.3819,0
6HGjrOeZlLE.mp4,24.6,8.3279,34760,0.0659,49.5279,0
6HGjrOeZlLE.mp4,24.7,13.5836,58771,0.0705,33.806,0
6HGjrOeZlLE.mp4,24.8,9.2979,52906,0.0594,36.8763,0
6HGjrOeZlLE.mp4,24.9,25.7399,156777,0.0664,50.5238,0
6HGjrOeZlLE.mp4,25.0,22.3652,210639,0.0637,48.9813,0
6HGjrOeZlLE.mp4,25.1,12.9563,119836,0.0589,38.4588,0
6HGjrOeZlLE.mp4,25.2,12.769,46721,0.0613,39.6093,0
6HGjrOeZlLE.mp4,25.3,16.8376,232242,0.057,26.6051,0
6HGjrOeZlLE.mp4,25.4,9.9067,53941,0.0543,18.5427,0
6HGjrOeZlLE.mp4,25.5,8.734,44603,0.0529,7.9334,0
6HGjrOeZlLE.mp4,25.6,9.5272,71330,0.0523,8.8333,0
6HGjrOeZlLE.mp4,25.7,9.4393,61831,0.0591,8.9902,0
6HGjrOeZlLE.mp4,25.8,8.6307,65859,0.0558,0.2387,0
6HGjrOeZlLE.mp4,25.9,11.9091,92178,0.0612,1.4082,0
6HGjrOeZlLE.mp4,26.0,12.0553,96593,0.068,1.9588,0
6HGjrOeZlLE.mp4,26.1,12.2057,107290,0.0475,2.2655,0
6HGjrOeZlLE.mp4,26.2,10.8921,29483,0.0483,1.7845,0
6HGjrOeZlLE.mp4,26.3,15.2479,93019,0.0458,2.1525,0
6HGjrOeZlLE.mp4,26.4,17.5136,133678,0.0501,5.9388,0
6HGjrOeZlLE.mp4,26.5,14.0263,54632,0.05,5.356,0
6HGjrOeZlLE.mp4,26.6,10.1774,20452,0.0498,7.4513,0
6HGjrOeZlLE.mp4,26.7,23.4412,302493,0.0492,19.1985,0
6HGjrOeZlLE.mp4,26.8,25.8212,204296,0.0513,33.561,0
6HGjrOeZlLE.mp4,26.9,25.8308,148913,0.0498,42.3592,0
6HGjrOeZlLE.mp4,27.0,18.5815,95516,0.0478,35.0508,0
6HGjrOeZlLE.mp4,27.1,18.9676,158608,0.051,10.1677,0
6HGjrOeZlLE.mp4,27.2,15.6404,98727,0.05,17.0561,0
6HGjrOeZlLE.mp4,27.3,16.0659,78427,0.0459,13.3461,0
6HGjrOeZlLE.mp4,27.4,27.7814,304874,0.0542,19.271,0
6HGjrOeZlLE.mp4,27.5,1.7358,7535,0.056,70.2405,0
6HGjrOeZlLE.mp4,27.6,1.9465,6869,0.0565,96.6509,0
6HGjrOeZlLE.mp4,27.7,7.9587,21826,0.0491,96.8546,0
6HGjrOeZlLE.mp4,27.8,11.1648,55777,0.0547,90.9579,0
6HGjrOeZlLE.mp4,27.9,12.8885,110782,0.0465,21.2185,0
6HGjrOeZlLE.mp4,28.0,12.6167,67526,0.0474,16.6455,0
6HGjrOeZlLE.mp4,28.1,11.4214,69718,0.0506,3.0828,0
6HGjrOeZlLE.mp4,28.2,9.7579,43273,0.0478,1.2608,0
6HGjrOeZlLE.mp4,28.3,15.1057,90659,0.0497,3.1071,0
6HGjrOeZlLE.mp4,28.4,15.0676,55147,0.0553,4.3292,0
6HGjrOeZlLE.mp4,28.5,16.2402,46878,0.056,6.1732,0
6HGjrOeZlLE.mp4,28.6,32.5052,111634,0.0546,59.6109,0
6HGjrOeZlLE.mp4,28.7,3.7592,7871,0.0564,84.5103,0
6HGjrOeZlLE.mp4,28.8,22.7952,85505,0.0538,89.5729,0
6HGjrOeZlLE.mp4,28.9,17.8666,43571,0.0554,87.461,0
6HGjrOeZlLE.mp4,29.0,29.7091,224416,0.0623,103.594,0
6HGjrOeZlLE.mp4,29.1,27.5579,204965,0.0618,85.3897,0
6HGjrOeZlLE.mp4,29.2,33.0201,265619,0.0417,28.342,0
6HGjrOeZlLE.mp4,29.3,33.4868,461861,0.0773,32.1143,0
6HGjrOeZlLE.mp4,29.4,19.3114,148401,0.0612,26.4021,0
6HGjrOeZlLE.mp4,29.5,5.0871,7298,0.0619,112.6456,0
6HGjrOeZlLE.mp4,29.6,3.2731,3973,0.0609,169.4591,0
6HGjrOeZlLE.mp4,29.7,7.4484,11751,0.0507,128.9976,0
6HGjrOeZlLE.mp4,29.8,5.1546,3783,0.054,33.4324,0
6HGjrOeZlLE.mp4,29.9,4.9378,4522,0.0546,1.7699,0
6HGjrOeZlLE.mp4,30.0,5.8032,4895,0.0508,1.8253,0
6HGjrOeZlLE.mp4,30.1,5.333,4547,0.057,0.8149,0
6HGjrOeZlLE.mp4,30.2,6.9367,12547,0.055,0.5061,0
6HGjrOeZlLE.mp4,30.3,9.5445,35595,0.0568,2.7493,0
6HGjrOeZlLE.mp4,30.4,10.4827,25890,0.0541,4.1793,0
6HGjrOeZlLE.mp4,30.5,9.3004,15184,0.0631,3.5947,0
6HGjrOeZlLE.mp4,30.6,9.4551,16330,0.0717,1.3892,0
6HGjrOeZlLE.mp4,30.7,11.1533,22724,0.0733,0.5112,0
6HGjrOeZlLE.mp4,30.8,21.3778,155109,0.0605,20.82,0
6HGjrOeZlLE.mp4,30.9,11.3848,15298,0.0604,20.275,0
6HGjrOeZlLE.mp4,31.0,9.9787,69374,0.0616,19.4713,0
6HGjrOeZlLE.mp4,31.1,14.7331,80956,0.0627,17.1413,0
6HGjrOeZlLE.mp4,31.2,16.4812,20189,0.0677,16.2014,0
6HGjrOeZlLE.mp4,31.3,13.9955,26951,0.0768,5.4712,0
6HGjrOeZlLE.mp4,31.4,14.9578,22841,0.0685,4.7556,0
6HGjrOeZlLE.mp4,31.5,15.7244,26409,0.0681,0.7284,0
6HGjrOeZlLE.mp4,31.6,22.734,128915,0.0546,9.5456,0
6HGjrOeZlLE.mp4,31.7,27.281,212264,0.074,26.9227,0
6HGjrOeZlLE.mp4,31.8,26.7663,103591,0.0757,27.767,0
6HGjrOeZlLE.mp4,31.9,22.6945,105431,0.0671,17.1206,0
6HGjrOeZlLE.mp4,32.0,15.7395,68659,0.0537,17.0763,0
6HGjrOeZlLE.mp4,32.1,7.2294,13892,0.0511,57.4562,0
6HGjrOeZlLE.mp4,32.2,8.9544,32443,0.0521,57.3961,0
6HGjrOeZlLE.mp4,32.3,16.622,133498,0.0609,31.2976,0
6HGjrOeZlLE.mp4,32.4,32.2356,264376,0.0695,78.0987,0
6HGjrOeZlLE.mp4,32.5,23.0476,140037,0.0987,85.4259,0
6HGjrOeZlLE.mp4,32.6,17.8512,200520,0.0958,59.34,0
6HGjrOeZlLE.mp4,32.7,18.2213,187653,0.0939,33.0923,0
6HGjrOeZlLE.mp4,32.8,24.8519,170675,0.1023,27.5566,0
6HGjrOeZlLE.mp4,32.9,27.9869,143853,0.0981,15.1594,0
6HGjrOeZlLE.mp4,33.0,18.1799,190891,0.0845,17.6737,0
6HGjrOeZlLE.mp4,33.1,17.5489,158206,0.0932,18.1197,0
6HGjrOeZlLE.mp4,33.2,15.9722,45890,0.0849,21.7508,0
6HGjrOeZlLE.mp4,33.3,20.2274,123387,0.0814,17.8769,0
6HGjrOeZlLE.mp4,33.4,20.8103,149065,0.0709,3.1414,0
6HGjrOeZlLE.mp4,33.5,16.9801,132169,0.0904,3.5482,0
6HGjrOeZlLE.mp4,33.6,10.0662,14437,0.0673,14.7783,0
6HGjrOeZlLE.mp4,33.7,6.7228,15001,0.0721,31.5706,0
6HGjrOeZlLE.mp4,33.8,5.9202,21421,0.0844,34.1849,0
6HGjrOeZlLE.mp4,33.9,6.1031,8041,0.0824,17.5512,0
6HGjrOeZlLE.mp4,34.0,6.2992,7701,0.0747,2.3874,0
6HGjrOeZlLE.mp4,34.1,6.4444,5008,0.0724,0.0765,0
6HGjrOeZlLE.mp4,34.2,6.3596,10976,0.0735,0.0359,0
6HGjrOeZlLE.mp4,34.3,6.3949,5271,0.0686,0.014,0
6HGjrOeZlLE.mp4,34.4,6.6914,8151,0.0718,0.0183,0
6HGjrOeZlLE.mp4,34.5,6.2145,10251,0.07,0.0242,0
6HGjrOeZlLE.mp4,34.6,8.8076,9559,0.0717,0.9399,0
6HGjrOeZlLE.mp4,34.7,21.6239,271423,0.0677,34.9592,0
6HGjrOeZlLE.mp4,34.8,6.5067,15083,0.0761,34.8024,0
6HGjrOeZlLE.mp4,34.9,6.5552,8956,0.0688,34.9839,0
6HGjrOeZlLE.mp4,35.0,6.0027,28769,0.0696,35.3067,0
6HGjrOeZlLE.mp4,35.1,5.9388,6691,0.0683,37.8762,0
6HGjrOeZlLE.mp4,35.2,4.6457,4663,0.067,0.4756,0
